run_kind,path,name,family,sweep_group,verdict,reason,protected_by,mtime_iso,size_bytes,heavy_bytes,ckpt_dir,inference_dir,baselines_dir
train,/scratch/11114/zhixingliu/AI-RES/runs/sfno_full,sfno_full,sfno_full,,,,protected_train_dir,2026-04-29T04:12:14,5130885285,5130775494,/scratch/11114/zhixingliu/AI-RES/runs/sfno_full/plasim_sim52_full/0/training_checkpoints,,
train,/scratch/11114/zhixingliu/AI-RES/runs/sfno_group_sigma10_full,sfno_group_sigma10_full,sfno_group_sigma10_full,,,,protected_train_dir,2026-05-10T20:03:46,10223786924,0,,,
train,/scratch/11114/zhixingliu/AI-RES/runs/sfno_group_sigma10_smoke,sfno_group_sigma10_smoke,sfno_group_sigma10_smoke,,,,protected_train_dir,2026-05-09T23:56:14,2583237787,0,,,
train,/scratch/11114/zhixingliu/AI-RES/runs/sfno_short,sfno_short,sfno_short,,,,protected_train_dir,2026-04-27T20:27:13,150747081,150690014,/scratch/11114/zhixingliu/AI-RES/runs/sfno_short/plasim_sim52_short/0/training_checkpoints,,
train,/scratch/11114/zhixingliu/AI-RES/runs/sfno_short_diagnostics,sfno_short_diagnostics,sfno_short_diagnostics,,,,protected_train_dir,2026-04-27T20:37:11,14243,0,/scratch/11114/zhixingliu/AI-RES/runs/sfno_short_diagnostics/plasim_sim52_short/0/training_checkpoints,,
train,/scratch/11114/zhixingliu/AI-RES/runs/sfno_smoke,sfno_smoke,sfno_smoke,,,,protected_train_dir,2026-05-02T07:32:43,750643,665684,/scratch/11114/zhixingliu/AI-RES/runs/sfno_smoke/plasim_sim52_smoke/0/training_checkpoints,,
train,/scratch/11114/zhixingliu/AI-RES/runs/sfno_tiny,sfno_tiny,sfno_tiny,,,,protected_train_dir,2026-04-27T20:09:00,4278527,4230334,/scratch/11114/zhixingliu/AI-RES/runs/sfno_tiny/plasim_sim52_tiny/0/training_checkpoints,,
train,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_full,sfno_zgplev_full,sfno_zgplev_full,,,,protected_train_dir,2026-05-06T16:58:15,7268668997,7268512345,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_full/plasim_sim52_zgplev_full/0/training_checkpoints,,
train,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_full.pre-ema-20260504,sfno_zgplev_full.pre-ema-20260504,sfno_zgplev_full.pre-ema-20260504,,,,protected_train_dir,2026-05-03T23:27:03,5130885720,5130775494,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_full.pre-ema-20260504/plasim_sim52_zgplev_full/0/training_checkpoints,,
train,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_full_gb16_lr1e4_20260508,sfno_zgplev_full_gb16_lr1e4_20260508,sfno_zgplev_full_gb16_lr1e4_20260508,G1,PRUNE,old + dominated (GB4 won per project_zgplev_gb_decision),,2026-05-09T02:01:14,7268658265,7268512089,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_full_gb16_lr1e4_20260508/plasim_sim52_zgplev_full/0/training_checkpoints,,
train,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_full_gb16_lr2e4_20260509,sfno_zgplev_full_gb16_lr2e4_20260509,sfno_zgplev_full_gb16_lr2e4_20260509,G1,PRUNE,old + dominated (GB4 won),,2026-05-09T05:09:49,9167,0,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_full_gb16_lr2e4_20260509/plasim_sim52_zgplev_full/0/training_checkpoints,,
train,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_full_gb16_lr2e4_20260509_retry1,sfno_zgplev_full_gb16_lr2e4_20260509_retry1,sfno_zgplev_full_gb16_lr2e4_20260509_retry1,G1,PRUNE,old + dominated (GB4 won),,2026-05-09T19:24:07,7268665613,7268512089,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_full_gb16_lr2e4_20260509_retry1/plasim_sim52_zgplev_full/0/training_checkpoints,,
train,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_full_gb32_20260508,sfno_zgplev_full_gb32_20260508,sfno_zgplev_full_gb32_20260508,G1,PRUNE,old + dominated (GB4 won),,2026-05-08T13:02:44,7268657125,7268512089,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_full_gb32_20260508/plasim_sim52_zgplev_full/0/training_checkpoints,,
train,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_full_microbench,sfno_zgplev_full_microbench,sfno_zgplev_full_microbench,,,,protected_train_dir,2026-05-08T00:04:16,125349,0,,,
train,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_full_smoke_post_i3_20260508,sfno_zgplev_full_smoke_post_i3_20260508,sfno_zgplev_full_smoke_post_i3_20260508,,,,protected_train_dir,2026-05-08T00:44:16,5558325150,5558273020,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_full_smoke_post_i3_20260508/plasim_sim52_zgplev_full/0/training_checkpoints,,
train,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_gbhpo40_gb16_lr2_0e-4_20260511,sfno_zgplev_gbhpo40_gb16_lr2_0e-4_20260511,sfno_zgplev_gbhpo40_gb16_lr2_0e-4_20260511,G1,PRUNE,old + dominated (GB4 won),,2026-05-12T15:43:00,7268657002,7268512601,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_gbhpo40_gb16_lr2_0e-4_20260511/plasim_sim52_zgplev_gbhpo40_gb16_lr2_0e-4/0/training_checkpoints,,
train,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_gbhpo40_gb16_lr2_83e-4_20260511,sfno_zgplev_gbhpo40_gb16_lr2_83e-4_20260511,sfno_zgplev_gbhpo40_gb16_lr2_83e-4_20260511,G1,PRUNE,old + dominated (GB4 won),,2026-05-12T15:01:13,7268657249,7268512601,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_gbhpo40_gb16_lr2_83e-4_20260511/plasim_sim52_zgplev_gbhpo40_gb16_lr2_83e-4/0/training_checkpoints,,
train,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone,sfno_zgplev_group_clone,sfno_zgplev_group_clone,G2,PRUNE,old; superseded by v11 lineage,,2026-05-10T14:21:50,7268696384,7268512857,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone/plasim_sim52_zgplev_group_clone/0/training_checkpoints,,
train,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone_gb32,sfno_zgplev_group_clone_gb32,sfno_zgplev_group_clone_gb32,G2,PRUNE,dominated by GB4 (G1) and superseded by v11_gb32 (G4),,2026-05-15T21:27:38,7268657882,7268512601,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone_gb32/plasim_sim52_zgplev_group_clone_gb32/0/training_checkpoints,,
train,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone_nonoise,sfno_zgplev_group_clone_nonoise,sfno_zgplev_group_clone_nonoise,G2,PRUNE,old; nonoise is known loser per feedback_input_noise_is_load_bearing,,2026-05-11T11:22:18,7268682733,7268512729,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone_nonoise/plasim_sim52_zgplev_group_clone_nonoise/0/training_checkpoints,,
train,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone_smoke,sfno_zgplev_group_clone_smoke,sfno_zgplev_group_clone_smoke,G2,PRUNE,old smoke run; no scientific record needed,,2026-05-09T21:27:34,3848111371,3848033567,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone_smoke/plasim_sim52_zgplev_group_clone_smoke/0/training_checkpoints,,
train,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone_v10_warmstart,sfno_zgplev_group_clone_v10_warmstart,sfno_zgplev_group_clone_v10_warmstart,G2,KEEP,live v10 warm-start line of inquiry; not obsoleted by v11,,2026-05-15T08:27:39,7268770765,7268512601,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone_v10_warmstart/plasim_sim52_zgplev_group_clone_v10_warmstart/0/training_checkpoints,,
train,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone_v11,sfno_zgplev_group_clone_v11,sfno_zgplev_group_clone_v11,G3,PRUNE,old; v11 baseline obsoleted by v11_clip + v11_gb32 lineage,,2026-05-12T04:06:34,7268658013,7268512601,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone_v11/plasim_sim52_zgplev_group_clone_v11/0/training_checkpoints,,
train,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone_v11_clip,sfno_zgplev_group_clone_v11_clip,sfno_zgplev_group_clone_v11_clip,G3,PRUNE,old; clip A/B concluded,,2026-05-13T16:40:39,7268663551,7268512601,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone_v11_clip/plasim_sim52_zgplev_group_clone_v11_clip/0/training_checkpoints,,
train,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone_v11_clip_warmstart,sfno_zgplev_group_clone_v11_clip_warmstart,sfno_zgplev_group_clone_v11_clip_warmstart,G3,PRUNE,old; warmstart variant of obsoleted v11_clip,,2026-05-15T06:23:17,7268664767,7268512601,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone_v11_clip_warmstart/plasim_sim52_zgplev_group_clone_v11_clip_warmstart/0/training_checkpoints,,
train,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone_v11_gb32,sfno_zgplev_group_clone_v11_gb32,sfno_zgplev_group_clone_v11_gb32,G4,PRUNE,old; baseline (lr=2.83e-4) dominated by lr8e4,,2026-05-15T21:34:06,7268658543,7268512601,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone_v11_gb32/plasim_sim52_zgplev_group_clone_v11_gb32/0/training_checkpoints,,
train,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone_v11_gb32_lr1p13e3,sfno_zgplev_group_clone_v11_gb32_lr1p13e3,sfno_zgplev_group_clone_v11_gb32_lr1p13e3,G4,PRUNE,"dominated (the ""~1e-3 degraded"" probe)",,2026-05-17T21:27:16,7268663543,7268512601,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone_v11_gb32_lr1p13e3/plasim_sim52_zgplev_group_clone_v11_gb32_lr1p13e3/0/training_checkpoints,,
train,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone_v11_gb32_lr1p13e3_noise0p035,sfno_zgplev_group_clone_v11_gb32_lr1p13e3_noise0p035,sfno_zgplev_group_clone_v11_gb32_lr1p13e3_noise0p035,G4,PRUNE,dominated (1.13e-3 LR loser; noise=0.035 also a loser per G6),,2026-05-17T23:38:48,7268581867,7268512601,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone_v11_gb32_lr1p13e3_noise0p035/plasim_sim52_zgplev_group_clone_v11_gb32_lr1p13e3_noise0p035/0/training_checkpoints,,
train,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone_v11_gb32_lr1p6e3,sfno_zgplev_group_clone_v11_gb32_lr1p6e3,sfno_zgplev_group_clone_v11_gb32_lr1p6e3,G4,PRUNE,"dominated (the ""1.6e-3 unstable"" probe)",,2026-05-17T22:10:35,7268623048,7268512601,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone_v11_gb32_lr1p6e3/plasim_sim52_zgplev_group_clone_v11_gb32_lr1p6e3/0/training_checkpoints,,
train,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone_v11_gb32_lr2p83e4,sfno_zgplev_group_clone_v11_gb32_lr2p83e4,sfno_zgplev_group_clone_v11_gb32_lr2p83e4,G4,PRUNE,old + dominated by lr8e4,,2026-05-16T05:13:36,7268659617,7268512601,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone_v11_gb32_lr2p83e4/plasim_sim52_zgplev_group_clone_v11_gb32_lr2p83e4/0/training_checkpoints,,
train,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone_v11_gb32_lr4e4,sfno_zgplev_group_clone_v11_gb32_lr4e4,sfno_zgplev_group_clone_v11_gb32_lr4e4,G4,PRUNE,dominated by lr8e4,,2026-05-16T09:35:54,7268679581,7268512857,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone_v11_gb32_lr4e4/plasim_sim52_zgplev_group_clone_v11_gb32_lr4e4/0/training_checkpoints,,
train,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone_v11_gb32_lr5p66e4,sfno_zgplev_group_clone_v11_gb32_lr5p66e4,sfno_zgplev_group_clone_v11_gb32_lr5p66e4,G4,PRUNE,dominated by lr8e4,,2026-05-16T22:18:50,7268663595,7268512601,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone_v11_gb32_lr5p66e4/plasim_sim52_zgplev_group_clone_v11_gb32_lr5p66e4/0/training_checkpoints,,
train,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone_v11_gb32_lr8e4,sfno_zgplev_group_clone_v11_gb32_lr8e4,sfno_zgplev_group_clone_v11_gb32_lr8e4,G4,KEEP,"sweep winner. User-verbatim: ""For gb32, sweeping peak learning rate found 8e-4 best so far; ~1e-3 degraded performance, and 1.6e-3 made the loss itself unstable.""",,2026-05-16T23:30:53,7268663689,7268512601,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone_v11_gb32_lr8e4/plasim_sim52_zgplev_group_clone_v11_gb32_lr8e4/0/training_checkpoints,,
train,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone_v11_gb32_lr8e4_minlr1e4,sfno_zgplev_group_clone_v11_gb32_lr8e4_minlr1e4,sfno_zgplev_group_clone_v11_gb32_lr8e4_minlr1e4,G5,PRUNE,dominated by minlr1e5,,2026-05-20T01:47:42,7268664424,7268512601,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone_v11_gb32_lr8e4_minlr1e4/plasim_sim52_zgplev_group_clone_v11_gb32_lr8e4_minlr1e4/0/training_checkpoints,,
train,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone_v11_gb32_lr8e4_minlr1e5,sfno_zgplev_group_clone_v11_gb32_lr8e4_minlr1e5,sfno_zgplev_group_clone_v11_gb32_lr8e4_minlr1e5,G5,KEEP,min-LR sweep winner; new operating point for downstream HPO,,2026-05-20T01:37:34,7268665059,7268512601,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone_v11_gb32_lr8e4_minlr1e5/plasim_sim52_zgplev_group_clone_v11_gb32_lr8e4_minlr1e5/0/training_checkpoints,,
train,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone_v11_gb32_lr8e4_minlr1e5_beta1_0p95,sfno_zgplev_group_clone_v11_gb32_lr8e4_minlr1e5_beta1_0p95,sfno_zgplev_group_clone_v11_gb32_lr8e4_minlr1e5_beta1_0p95,G7,PRUNE,dominated by β₁=0.9 baseline (per project_v11_beta1_sweep_null),,2026-05-20T17:41:28,7268666219,7268512601,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone_v11_gb32_lr8e4_minlr1e5_beta1_0p95/plasim_sim52_zgplev_group_clone_v11_gb32_lr8e4_minlr1e5_beta1_0p95/0/training_checkpoints,,
train,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone_v11_gb32_lr8e4_minlr1e5_beta1_0p97,sfno_zgplev_group_clone_v11_gb32_lr8e4_minlr1e5_beta1_0p97,sfno_zgplev_group_clone_v11_gb32_lr8e4_minlr1e5_beta1_0p97,G7,PRUNE,dominated by β₁=0.9 baseline,,2026-05-20T17:43:09,7268666597,7268512601,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone_v11_gb32_lr8e4_minlr1e5_beta1_0p97/plasim_sim52_zgplev_group_clone_v11_gb32_lr8e4_minlr1e5_beta1_0p97/0/training_checkpoints,,
train,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone_v11_gb32_lr8e4_minlr1e5_epochs75,sfno_zgplev_group_clone_v11_gb32_lr8e4_minlr1e5_epochs75,sfno_zgplev_group_clone_v11_gb32_lr8e4_minlr1e5_epochs75,G9,KEEP,current candidate operating point; not yet superseded,,2026-05-22T00:25:29,7268712788,7268512601,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone_v11_gb32_lr8e4_minlr1e5_epochs75/plasim_sim52_zgplev_group_clone_v11_gb32_lr8e4_minlr1e5_epochs75/0/training_checkpoints,,
train,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone_v11_gb32_lr8e4_minlr1e5_noise0p020_epochs75,sfno_zgplev_group_clone_v11_gb32_lr8e4_minlr1e5_noise0p020_epochs75,sfno_zgplev_group_clone_v11_gb32_lr8e4_minlr1e5_noise0p020_epochs75,G8,KEEP,"1d old, insufficient evidence; review at next prune pass",,2026-05-22T20:48:53,7268715830,7268512601,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone_v11_gb32_lr8e4_minlr1e5_noise0p020_epochs75/plasim_sim52_zgplev_group_clone_v11_gb32_lr8e4_minlr1e5_noise0p020_epochs75/0/training_checkpoints,,
train,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone_v11_gb32_lr8e4_minlr1e5_noise0p070,sfno_zgplev_group_clone_v11_gb32_lr8e4_minlr1e5_noise0p070,sfno_zgplev_group_clone_v11_gb32_lr8e4_minlr1e5_noise0p070,G8,PRUNE,dominated (failed tas 6h persistence gate per project_v11_noise_sweep_result),,2026-05-21T19:55:35,7268666090,7268512601,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone_v11_gb32_lr8e4_minlr1e5_noise0p070/plasim_sim52_zgplev_group_clone_v11_gb32_lr8e4_minlr1e5_noise0p070/0/training_checkpoints,,
train,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone_v11_gb32_lr8e4_noise0p020,sfno_zgplev_group_clone_v11_gb32_lr8e4_noise0p020,sfno_zgplev_group_clone_v11_gb32_lr8e4_noise0p020,G6,PRUNE,dominated by baseline noise=0.05 (per project_v11_noise_sweep_result),,2026-05-18T12:35:38,7268665185,7268512601,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone_v11_gb32_lr8e4_noise0p020/plasim_sim52_zgplev_group_clone_v11_gb32_lr8e4_noise0p020/0/training_checkpoints,,
train,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone_v11_gb32_lr8e4_noise0p035,sfno_zgplev_group_clone_v11_gb32_lr8e4_noise0p035,sfno_zgplev_group_clone_v11_gb32_lr8e4_noise0p035,G6,PRUNE,dominated by baseline noise=0.05,,2026-05-18T13:21:29,7268665791,7268512601,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_group_clone_v11_gb32_lr8e4_noise0p035/plasim_sim52_zgplev_group_clone_v11_gb32_lr8e4_noise0p035/0/training_checkpoints,,
